,name,age,link
537,Nishant Sindhu,Age: 19y 280d,https://www.espncricinfo.com/cricketers/nishant-sindhu-1292506
538,Aditya Singh,Age: 25y 81d,https://www.espncricinfo.com/cricketers/aditya-singh-1403202
539,Piyush Singh,Age: 28y 68d,https://www.espncricinfo.com/cricketers/piyush-singh-1403168
540,Paramjit Singh,Age: 21y 100d,https://www.espncricinfo.com/cricketers/paramjit-singh-1403208
541,Rinku Singh,Age: 26y 94d,https://www.espncricinfo.com/cricketers/rinku-singh-723105
542,Vikas Singh,Age: 24y 88d,https://www.espncricinfo.com/cricketers/vikas-singh-1403169
543,Harsh Singh,Age: 28y 116d,https://www.espncricinfo.com/cricketers/harsh-singh-1166195
544,Kangabam Priyojit,Age: 29y 51d,https://www.espncricinfo.com/cricketers/kangabam-priyojit-1159951
545,Lamabam Singh,Age: 24y 340d,https://www.espncricinfo.com/cricketers/lamabam-singh-1175444
546,Prafullomani Singh,Age: 29y 319d,https://www.espncricinfo.com/cricketers/prafullomani-singh-1159943
547,Rex Rajkumar,Age: 23y 137d,https://www.espncricinfo.com/cricketers/rex-rajkumar-1159940
548,Myendung Singpho,Age: 27y 83d,https://www.espncricinfo.com/cricketers/myendung-singpho-1159761
549,Arkaprabha Sinha,Age: 25y 169d,https://www.espncricinfo.com/cricketers/arkaprabha-sinha-1202928
550,Sagar Solanki,Age: 24y 13d,https://www.espncricinfo.com/cricketers/sagar-solanki-1350772
551,Vishnu Solanki,Age: 31y 91d,https://www.espncricinfo.com/cricketers/vishnu-solanki-604593
552,Prashant Solanki,Age: 23y 326d,https://www.espncricinfo.com/cricketers/prashant-solanki-1252337
553,Soyeb Sopariya,Age: 29y 126d,https://www.espncricinfo.com/cricketers/soyeb-sopariya-1167968
554,Sourav Dey,Age: 20y 22d,https://www.espncricinfo.com/cricketers/sourav-dey-1403187
555,Cheepurapalli Stephen,Age: 30y 42d,https://www.espncricinfo.com/cricketers/cheepurapalli-stephen-679589
556,Sultan Karim,Age: 29y 58d,https://www.espncricinfo.com/cricketers/sultan-karim-1159949
557,Sumeet Verma,Age: 33y 57d,https://www.espncricinfo.com/cricketers/sumeet-verma-390724
558,Sumit Kumar,Age: 28y 15d,https://www.espncricinfo.com/cricketers/sumit-kumar-820393
559,Sumit Kumar,Age: 28y 33d,https://www.espncricinfo.com/cricketers/sumit-kumar-1159734
560,Sumit Singh,Age: 36y 126d,https://www.espncricinfo.com/cricketers/sumit-singh-430486
561,Susheel Kumar,Age: 27y 76d,https://www.espncricinfo.com/cricketers/susheel-kumar-1339020
562,Manav Suthar,Age: 21y 164d,https://www.espncricinfo.com/cricketers/manav-suthar-1175426
563,Suyash Sharma,Age: 20y 244d,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792
564,Swapnil Singh,Age: 32y 357d,https://www.espncricinfo.com/cricketers/swapnil-singh-232292
565,Tahmeed Rahman,Age: 25y 110d,https://www.espncricinfo.com/cricketers/tahmeed-rahman-1159805
566,Atharva Taide,Age: 23y 263d,https://www.espncricinfo.com/cricketers/atharva-taide-1125958
567,Palzor Tamang,Age: 30y 326d,https://www.espncricinfo.com/cricketers/palzor-tamang-1159796
568,Hardik Tamore,Age: 26y 86d,https://www.espncricinfo.com/cricketers/hardik-tamore-1212583
569,Nitin Tanwar,Age: 27y 97d,https://www.espncricinfo.com/cricketers/nitin-tanwar-1121603
570,Pinninti Tapaswi,Age: 27y 154d,https://www.espncricinfo.com/cricketers/pinninti-tapaswi-1201466
571,Tarang Gohel,Age: 24y 150d,https://www.espncricinfo.com/cricketers/tarang-gohel-1299794
572,Tarani Sa,Age: 27y 122d,https://www.espncricinfo.com/cricketers/tarani-sa-1246463
573,Aditya Tare,Age: 36y 68d,https://www.espncricinfo.com/cricketers/aditya-tare-333904
574,Shubham Tari,Age: 22y 227d,https://www.espncricinfo.com/cricketers/shubham-tari-1301891
575,Techi Sonam,Age: 26y 223d,https://www.espncricinfo.com/cricketers/techi-sonam-1252352
576,Arjun Tendulkar,Age: 24y 112d,https://www.espncricinfo.com/cricketers/arjun-tendulkar-1148776
577,Tana Teti,Age: 25y 212d,https://www.espncricinfo.com/cricketers/tana-teti-1403176
578,Rahul Tewatia,Age: 30y 239d,https://www.espncricinfo.com/cricketers/rahul-tewatia-423838
579,Karan Tewatiya,Age: 27y 65d,https://www.espncricinfo.com/cricketers/karan-tewatiya-1403204
580,Shardul Thakur,Age: 32y 90d,https://www.espncricinfo.com/cricketers/shardul-thakur-475281
581,Aayush Thakur,Age: 21y 52d,https://www.espncricinfo.com/cricketers/aayush-thakur-1292517
582,Rakesh Thakur,Age: 32y 126d,https://www.espncricinfo.com/cricketers/rakesh-thakur-1245402
583,Avinash Thapa,Age: 27y 17d,https://www.espncricinfo.com/cricketers/avinash-thapa-1403179
584,Ashish Thapa,Age: 30y 10d,https://www.espncricinfo.com/cricketers/ashish-thapa-1159794
585,Tanay Thyagarajan,Age: 28y 60d,https://www.espncricinfo.com/cricketers/tanay-thyagarajan-1080008
586,Tilak Varma,Age: 21y 67d,https://www.espncricinfo.com/cricketers/tilak-varma-1170265
587,Agrim Tiwari,Age: 27y 275d,https://www.espncricinfo.com/cricketers/agrim-tiwari-1214410
588,Saurabh Tiwary,Age: 34y 15d,https://www.espncricinfo.com/cricketers/saurabh-tiwary-35390
589,Anuj Tiwary,Age: 27y 47d,https://www.espncricinfo.com/cricketers/anuj-tiwary-1169576
590,Prashant Tomar,Age: 23y 285d,https://www.espncricinfo.com/cricketers/prashant-tomar-1403190
591,Abhijeet Tomar,Age: 28y 306d,https://www.espncricinfo.com/cricketers/abhijeet-tomar-1081183
592,Rahul Tripathi,Age: 32y 318d,https://www.espncricinfo.com/cricketers/rahul-tripathi-446763
593,Sagar Udeshi,Age: 37y 92d,https://www.espncricinfo.com/cricketers/sagar-udeshi-1168743
594,Umran Malik,Age: 24y 53d,https://www.espncricinfo.com/cricketers/umran-malik-1246528
595,Jaydev Unadkat,Age: 32y 88d,https://www.espncricinfo.com/cricketers/jaydev-unadkat-390484
596,Vaisakh Chandran,Age: 27y 228d,https://www.espncricinfo.com/cricketers/vaisakh-chandran-1287068
597,TC Vanlalremruata,Age: 23y 191d,https://www.espncricinfo.com/cricketers/tc-vanlalremruata-1403160
598,Varun Chakravarthy,Age: 32y 138d,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375
599,Shivank Vashisht,Age: 28y 119d,https://www.espncricinfo.com/cricketers/shivank-vashisht-1164186
600,Akash Vasisht,Age: 29y 28d,https://www.espncricinfo.com/cricketers/akash-vasisht-722597
601,Prashant Veer,Age: 18y 51d,https://www.espncricinfo.com/cricketers/prashant-veer-1403197
602,Nakul Verma,Age: 32y 275d,https://www.espncricinfo.com/cricketers/nakul-verma-484057
603,Hanuma Vihari,Age: 30y 93d,https://www.espncricinfo.com/cricketers/hanuma-vihari-452044
604,Tripurana Vijay,Age: 22y 131d,https://www.espncricinfo.com/cricketers/tripurana-vijay-1292527
605,Vikash Kumar,Age: 27y 44d,https://www.espncricinfo.com/cricketers/vikash-kumar-1252341
606,Vikash Singh,Age: 29y 200d,https://www.espncricinfo.com/cricketers/vikash-singh-720469
607,Vikash Vishal,Age: 24y 342d,https://www.espncricinfo.com/cricketers/vikash-vishal-1246458
608,Marimuthu Vikneshwaran,Age: 31y 137d,https://www.espncricinfo.com/cricketers/marimuthu-vikneshwaran-1159742
609,Vinayak Vikram,Age: 26y 57d,https://www.espncricinfo.com/cricketers/vinayak-vikram-923779
610,Vinod Kumar,Age: 36y 167d,https://www.espncricinfo.com/cricketers/vinod-kumar-481720
611,Vipin Sharma,Age: 25y 232d,https://www.espncricinfo.com/cricketers/vipin-sharma-1403192
612,Virat Singh,Age: 26y 37d,https://www.espncricinfo.com/cricketers/virat-singh-720465
613,Vishal Jayswal,Age: 25y 287d,https://www.espncricinfo.com/cricketers/vishal-jayswal-1300576
614,Vishnu Vinod,Age: 30y 43d,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293
615,Suresh Vishweshwar,Age: 26y 173d,https://www.espncricinfo.com/cricketers/suresh-vishweshwar-1287065
616,Vivek Singh,Age: 30y 74d,https://www.espncricinfo.com/cricketers/vivek-singh-604573
617,Vivrant Sharma,Age: 24y 76d,https://www.espncricinfo.com/cricketers/vivrant-sharma-1252370
618,Manan Vohra,Age: 30y 180d,https://www.espncricinfo.com/cricketers/manan-vohra-532856
619,Samarth Vyas,Age: 28y 47d,https://www.espncricinfo.com/cricketers/samarth-vyas-853859
620,Vijaykumar Vyshak,Age: 26y 348d,https://www.espncricinfo.com/cricketers/vijaykumar-vyshak-777815
621,Nehal Wadhera,Age: 23y 132d,https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273
622,Akshay Wadkar,Age: 29y 189d,https://www.espncricinfo.com/cricketers/akshay-wadkar-605360
623,Washington Sundar,Age: 24y 101d,https://www.espncricinfo.com/cricketers/washington-sundar-719715
624,Yab Niya,Age: 29y 88d,https://www.espncricinfo.com/cricketers/yab-niya-1203115
625,Divyanshu Yadav,Age: 21y 166d,https://www.espncricinfo.com/cricketers/divyanshu-yadav-1403183
626,Jayant Yadav,Age: 33y 357d,https://www.espncricinfo.com/cricketers/jayant-yadav-447587
627,Krishna Yadav,Age: 22y 131d,https://www.espncricinfo.com/cricketers/krishna-yadav-1403212
628,Suryakumar Yadav,Age: 33y 122d,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507
629,Upendra Yadav,Age: 27y 98d,https://www.espncricinfo.com/cricketers/upendra-yadav-732269
630,Umesh Yadav,Age: 36y 81d,https://www.espncricinfo.com/cricketers/umesh-yadav-376116
631,Vikas Yadav,Age: 27y 178d,https://www.espncricinfo.com/cricketers/vikas-yadav-1060351
632,Amod Yadav,Age: 22y 35d,https://www.espncricinfo.com/cricketers/amod-yadav-1214404
633,Kuldip Yadav,Age: 27y 91d,https://www.espncricinfo.com/cricketers/kuldip-yadav-1206495
634,Mayank Yadav,Age: 21y 211d,https://www.espncricinfo.com/cricketers/mayank-yadav-1292563
635,Ravi Yadav,Age: 32y 17d,https://www.espncricinfo.com/cricketers/ravi-yadav-1214416
636,Yash Dayal,Age: 26y 32d,https://www.espncricinfo.com/cricketers/yash-dayal-1159720
637,Yash Thakur,Age: 25y 17d,https://www.espncricinfo.com/cricketers/yash-thakur-1070196
638,Yashu Sharma,Age: 25y 117d,https://www.espncricinfo.com/cricketers/yashu-sharma-854213
639,Yudhvir Singh,Age: 26y 123d,https://www.espncricinfo.com/cricketers/yudhvir-singh-1206052
640,Karnajit Yumnam,Age: 26y 18d,https://www.espncricinfo.com/cricketers/karnajit-yumnam-1201572
641,Yuvraj Singh,Age: 25y 145d,https://www.espncricinfo.com/cricketers/yuvraj-singh-1246442
642,Hokaito Zhimomi,Age: 37y 112d,https://www.espncricinfo.com/cricketers/hokaito-zhimomi-588471
